Song,File_Type,Difficulty,Total_Notes,4th_%,8th_%,12th_%,16th_%,24th_%,32nd_%,64th_%,Other_%,Density_Label
Mo!No!.sm,.sm,Hard,359,53.5,39.8,0.0,6.7,0.0,0.0,0.0,0.0,Easy
Repeats world.sm,.sm,Medium,637,32.8,31.2,0.0,35.5,0.0,0.3,0.2,0.0,Challenging
Repeats world.sm,.sm,Hard,743,29.9,28.1,0.5,36.2,0.5,4.6,0.1,0.0,Challenging
Repeats world.sm,.sm,Challenge,857,26.5,26.1,0.5,42.1,0.5,4.2,0.1,0.0,Challenging
Dreht_sich.sm,.sm,Hard,535,39.8,37.9,0.0,22.2,0.0,0.0,0.0,0.0,Hard
Dreht_sich.sm,.sm,Challenge,845,31.2,32.5,0.9,34.3,0.9,0.0,0.0,0.0,Challenging
Dreht_sich.sm,.sm,Edit,1152,23.4,26.1,5.9,36.5,5.9,1.4,0.0,0.7,Challenging
Angel Eyes.sm,.sm,Medium,173,54.9,45.1,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Angel Eyes.sm,.sm,Challenge,461,35.6,35.6,0.9,20.2,0.9,6.9,0.0,0.0,Challenging
âΩÇ…Ç‡Ç»Ç¢ÅIÇ§ÇΩÅB.sm,.sm,Medium,406,34.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,Easy
âΩÇ…Ç‡Ç»Ç¢ÅIÇ§ÇΩÅB.sm,.sm,Hard,523,39.6,59.5,0.0,0.2,0.8,0.0,0.0,0.0,Hard
âΩÇ…Ç‡Ç»Ç¢ÅIÇ§ÇΩÅB.sm,.sm,Challenge,699,45.2,51.4,0.0,2.9,0.6,0.0,0.0,0.0,Hard
ÉIÉÇÉEÉ`ÉJÉâ.sm,.sm,Challenge,763,34.1,33.7,5.8,20.7,5.8,0.0,0.0,0.0,Challenging
ÉIÉÇÉEÉ`ÉJÉâ.sm,.sm,Medium,318,56.6,43.4,0.0,0.0,0.0,0.0,0.0,0.0,Easy
ÉIÉÇÉEÉ`ÉJÉâ.sm,.sm,Hard,509,50.3,47.5,0.0,2.2,0.0,0.0,0.0,0.0,Easy
Graceful Anomaly.sm,.sm,Medium,260,46.9,51.2,1.5,0.4,0.0,0.0,0.0,0.0,Easy
Graceful Anomaly.sm,.sm,Hard,344,45.3,45.9,1.2,7.6,0.0,0.0,0.0,0.0,Easy
Graceful Anomaly.sm,.sm,Challenge,621,32.4,30.8,1.9,29.5,1.4,2.9,1.1,0.0,Challenging
preparation.sm,.sm,Medium,429,51.0,37.3,0.0,9.3,0.0,2.3,0.0,0.0,Hard
preparation.sm,.sm,Hard,507,46.2,40.4,0.2,11.0,0.2,2.0,0.0,0.0,Hard
preparation.sm,.sm,Challenge,597,40.4,38.5,0.2,19.1,0.2,1.7,0.0,0.0,Hard
êØÇÃÇÊÇ§Ç…Ç»ÇËÇΩÇ¢.sm,.sm,Hard,518,56.0,38.2,0.0,5.8,0.0,0.0,0.0,0.0,Easy
êØÇÃÇÊÇ§Ç…Ç»ÇËÇΩÇ¢.sm,.sm,Challenge,821,35.3,35.6,0.0,29.1,0.0,0.0,0.0,0.0,Hard
Trickstar.sm,.sm,Medium,492,57.1,41.3,0.2,1.2,0.2,0.0,0.0,0.0,Hard
Trickstar.sm,.sm,Hard,650,47.4,36.6,0.2,15.7,0.2,0.0,0.0,0.0,Hard
Trickstar.sm,.sm,Challenge,864,36.0,30.8,1.4,30.4,1.4,0.0,0.0,0.0,Challenging
Trickstar.sm,.sm,Beginner,942,33.0,31.0,1.6,33.1,1.3,0.0,0.0,0.0,Challenging
euphoria.sm,.sm,Medium,487,33.1,33.5,0.4,32.6,0.4,0.0,0.0,0.0,Challenging
euphoria.sm,.sm,Hard,608,29.4,29.3,0.3,40.6,0.3,0.0,0.0,0.0,Challenging
euphoria.sm,.sm,Challenge,621,29.1,28.8,0.6,40.7,0.6,0.0,0.0,0.0,Challenging
Steal My Heart.sm,.sm,Medium,392,49.2,46.7,0.0,4.1,0.0,0.0,0.0,0.0,Easy
Steal My Heart.sm,.sm,Hard,521,44.9,44.5,0.0,10.6,0.0,0.0,0.0,0.0,Hard
Steal My Heart.sm,.sm,Challenge,614,38.8,38.3,0.0,23.0,0.0,0.0,0.0,0.0,Hard
ÇÎÅ[ÇÈÅ‰ÉIÅ[Éã.sm,.sm,Medium,402,43.3,36.1,1.0,18.2,0.0,0.5,1.0,0.0,Hard
ÇÎÅ[ÇÈÅ‰ÉIÅ[Éã.sm,.sm,Hard,517,41.0,36.9,0.8,20.1,0.0,0.4,0.8,0.0,Hard
ÇÎÅ[ÇÈÅ‰ÉIÅ[Éã.sm,.sm,Challenge,744,29.8,29.0,0.5,39.8,0.0,0.3,0.5,0.0,Challenging
ÇÎÅ[ÇÈÅ‰ÉIÅ[Éã.sm,.sm,Beginner,829,27.5,26.8,0.5,44.5,0.0,0.2,0.5,0.0,Challenging
Ageless Love.sm,.sm,Challenge,623,32.6,30.7,4.8,21.8,4.8,1.9,2.1,1.3,Challenging
Ageless Love.sm,.sm,Beginner,643,31.6,29.7,2.2,23.0,2.2,6.8,4.5,0.0,Challenging
Ageless Love.sm,.sm,Easy,927,21.9,20.6,1.1,21.6,1.1,28.9,4.9,0.0,Challenging
basic.sm,.sm,Medium,813,41.7,30.9,2.6,24.5,0.4,0.0,0.0,0.0,Hard
basic.sm,.sm,Hard,880,39.9,32.7,2.8,24.2,0.3,0.0,0.0,0.0,Hard
basic.sm,.sm,Challenge,937,37.5,30.7,7.6,23.9,0.3,0.0,0.0,0.0,Hard
brain analysis.sm,.sm,Medium,785,29.2,23.9,0.0,46.6,0.0,0.3,0.0,0.0,Challenging
brain analysis.sm,.sm,Hard,865,28.4,24.2,0.0,47.2,0.0,0.2,0.0,0.0,Challenging
brain analysis.sm,.sm,Challenge,933,27.1,24.2,0.0,47.1,0.0,1.6,0.0,0.0,Challenging
Lovecons.sm,.sm,Medium,427,53.4,44.5,0.0,2.1,0.0,0.0,0.0,0.0,Easy
Lovecons.sm,.sm,Hard,609,39.4,37.9,0.0,22.7,0.0,0.0,0.0,0.0,Hard
Lovecons.sm,.sm,Challenge,934,27.9,27.2,0.0,44.9,0.0,0.0,0.0,0.0,Challenging
nekill.sm,.sm,Challenge,959,25.1,25.5,1.4,34.1,1.4,12.5,0.0,0.0,Challenging
Reconquista.sm,.sm,Medium,217,39.2,33.6,0.9,24.9,0.5,0.9,0.0,0.0,Hard
Reconquista.sm,.sm,Hard,389,33.4,36.2,2.8,24.4,2.6,0.5,0.0,0.0,Hard
Reconquista.sm,.sm,Challenge,536,26.7,27.8,6.0,25.6,6.0,3.4,0.0,4.7,Challenging
ityaprincess.sm,.sm,Medium,477,52.0,44.0,1.7,0.6,1.7,0.0,0.0,0.0,Hard
ityaprincess.sm,.sm,Hard,604,48.3,42.9,1.3,6.1,1.3,0.0,0.0,0.0,Hard
ityaprincess.sm,.sm,Challenge,672,43.9,41.4,1.2,12.4,1.2,0.0,0.0,0.0,Hard
ityaprincess.sm,.sm,Beginner,817,36.5,35.1,1.0,26.4,1.0,0.0,0.0,0.0,Hard
karakuri.sm,.sm,Medium,777,41.4,34.1,0.0,24.5,0.0,0.0,0.0,0.0,Hard
karakuri.sm,.sm,Hard,894,36.2,30.6,0.0,33.1,0.0,0.0,0.0,0.0,Challenging
karakuri.sm,.sm,Challenge,1190,29.5,26.1,0.0,31.0,0.0,13.4,0.0,0.0,Challenging
Snow Wish.sm,.sm,Medium,342,61.1,38.9,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Snow Wish.sm,.sm,Hard,430,53.0,45.6,0.0,1.4,0.0,0.0,0.0,0.0,Easy
Snow Wish.sm,.sm,Challenge,626,41.1,40.3,0.6,17.4,0.6,0.0,0.0,0.0,Hard
grand blue.sm,.sm,Medium,429,41.0,26.1,6.5,23.3,1.9,0.0,0.2,0.9,Hard
grand blue.sm,.sm,Hard,838,26.5,24.8,3.8,43.4,1.4,0.0,0.0,0.0,Challenging
grand blue.sm,.sm,Challenge,941,23.8,23.8,3.2,43.5,3.2,0.4,0.0,2.1,Challenging
miracle.sm,.sm,Hard,498,36.3,32.5,0.0,31.1,0.0,0.0,0.0,0.0,Challenging
miracle.sm,.sm,Challenge,689,32.1,30.9,0.0,37.0,0.0,0.0,0.0,0.0,Challenging
good high school.sm,.sm,Medium,360,55.6,44.4,0.0,0.0,0.0,0.0,0.0,0.0,Easy
good high school.sm,.sm,Hard,428,51.4,48.1,0.0,0.5,0.0,0.0,0.0,0.0,Easy
good high school.sm,.sm,Challenge,686,36.4,36.3,0.0,27.3,0.0,0.0,0.0,0.0,Hard
koikoi.sm,.sm,Challenge,732,32.7,31.3,2.2,29.9,1.5,1.4,1.1,0.0,Hard
koikoi.sm,.sm,Beginner,833,28.7,27.5,1.9,28.3,1.3,11.3,1.0,0.0,Challenging
Dear.sm,.sm,Medium,398,48.5,42.5,0.0,8.5,0.0,0.3,0.3,0.0,Hard
Dear.sm,.sm,Hard,484,45.9,42.1,0.0,11.4,0.0,0.2,0.4,0.0,Hard
Dear.sm,.sm,Challenge,564,40.6,39.0,0.0,19.9,0.0,0.2,0.4,0.0,Hard
èâóˆÉÅÉçÉìKiss.sm,.sm,Hard,478,43.5,49.6,0.0,6.9,0.0,0.0,0.0,0.0,Easy
èâóˆÉÅÉçÉìKiss.sm,.sm,Challenge,785,32.1,35.3,3.2,25.0,2.2,1.9,0.0,0.4,Hard
ê¬Ç∆îíÇÃãtï˚å¸.sm,.sm,Hard,493,49.7,38.3,0.0,9.5,0.0,2.4,0.0,0.0,Hard
ê¬Ç∆îíÇÃãtï˚å¸.sm,.sm,Medium,385,57.9,37.1,0.0,1.8,0.0,3.1,0.0,0.0,Hard
ê¬Ç∆îíÇÃãtï˚å¸.sm,.sm,Challenge,539,46.6,43.0,0.0,8.2,0.0,2.2,0.0,0.0,Hard
NAIAIAI.sm,.sm,Medium,569,45.7,43.8,0.7,9.1,0.7,0.0,0.0,0.0,Hard
NAIAIAI.sm,.sm,Hard,851,33.6,32.8,2.9,27.3,2.9,0.5,0.0,0.0,Hard
NAIAIAI.sm,.sm,Challenge,1014,28.4,27.8,3.3,36.9,3.3,0.4,0.0,0.0,Challenging
ÉNÉçÅ[ÉoÅ[.sm,.sm,Hard,398,50.5,41.0,0.0,8.5,0.0,0.0,0.0,0.0,Easy
ÉNÉçÅ[ÉoÅ[.sm,.sm,Challenge,534,40.8,39.1,0.0,19.3,0.0,0.7,0.0,0.0,Hard
Red -reduction division-.sm,.sm,Medium,498,37.1,30.5,0.0,32.3,0.0,0.0,0.0,0.0,Challenging
Red -reduction division-.sm,.sm,Hard,672,31.2,29.3,0.0,38.8,0.0,0.6,0.0,0.0,Challenging
Red -reduction division-.sm,.sm,Challenge,832,27.9,27.2,0.0,43.5,0.0,1.4,0.0,0.0,Challenging
Snow Connect.sm,.sm,Medium,220,27.7,56.8,0.9,13.6,0.0,0.5,0.5,0.0,Hard
Snow Connect.sm,.sm,Hard,353,45.0,42.8,0.6,10.8,0.0,0.6,0.3,0.0,Hard
Snow Connect.sm,.sm,Challenge,627,26.6,24.9,3.0,40.0,2.7,2.6,0.2,0.0,Challenging
Ç≠ÇÈÇ≠ÇÈÉtÉ@ÉiÉeÉBÉbÉN.sm,.sm,Challenge,971,29.4,27.3,0.8,22.8,0.7,17.4,1.6,0.0,Challenging
Ç≠ÇÈÇ≠ÇÈÉtÉ@ÉiÉeÉBÉbÉN.sm,.sm,Medium,568,44.5,41.2,0.0,10.9,0.0,2.5,0.9,0.0,Hard
Ç≠ÇÈÇ≠ÇÈÉtÉ@ÉiÉeÉBÉbÉN.sm,.sm,Hard,798,34.0,32.2,0.1,19.5,0.0,12.9,1.3,0.0,Challenging
basic.sm,.sm,Hard,763,36.7,29.9,0.0,33.4,0.0,0.0,0.0,0.0,Challenging
basic.sm,.sm,Challenge,967,32.8,28.0,0.0,39.1,0.0,0.1,0.0,0.0,Challenging
basic.sm,.sm,Medium,346,49.1,22.0,0.0,28.9,0.0,0.0,0.0,0.0,Hard
HEARTBEAT.sm,.sm,Medium,468,54.7,45.3,0.0,0.0,0.0,0.0,0.0,0.0,Easy
HEARTBEAT.sm,.sm,Hard,691,49.2,49.6,0.0,1.2,0.0,0.0,0.0,0.0,Easy
HEARTBEAT.sm,.sm,Challenge,800,44.6,47.9,0.0,7.5,0.0,0.0,0.0,0.0,Easy
syakunetu.sm,.sm,Medium,724,36.5,32.6,1.9,29.0,0.0,0.0,0.0,0.0,Hard
syakunetu.sm,.sm,Hard,848,32.5,30.3,1.7,35.5,0.0,0.0,0.0,0.0,Challenging
syakunetu.sm,.sm,Challenge,937,30.2,30.4,1.5,37.9,0.0,0.0,0.0,0.0,Challenging
GHOSTÅ~GRADUATION.sm,.sm,Beginner,768,17.8,17.4,4.3,17.7,4.2,7.7,24.2,6.6,Challenging
GHOSTÅ~GRADUATION.sm,.sm,Challenge,686,20.0,19.5,2.5,18.4,2.2,8.5,26.5,2.5,Challenging
ÉÜÉåÉãÉTÉCÉNÉã.sm,.sm,Medium,261,68.6,31.4,0.0,0.0,0.0,0.0,0.0,0.0,Easy
ÉÜÉåÉãÉTÉCÉNÉã.sm,.sm,Hard,331,57.1,41.4,0.0,1.5,0.0,0.0,0.0,0.0,Easy
ÉÜÉåÉãÉTÉCÉNÉã.sm,.sm,Challenge,501,48.7,40.9,0.2,10.0,0.2,0.0,0.0,0.0,Hard
ÉÜÉåÉãÉTÉCÉNÉã.sm,.sm,Beginner,589,41.9,42.3,1.9,10.0,1.9,0.0,0.0,2.0,Hard
STARCARNIVAL.sm,.sm,Medium,409,50.1,32.8,0.0,17.1,0.0,0.0,0.0,0.0,Hard
STARCARNIVAL.sm,.sm,Hard,746,30.0,28.4,0.0,41.6,0.0,0.0,0.0,0.0,Challenging
STARCARNIVAL.sm,.sm,Challenge,781,28.8,27.4,0.0,43.8,0.0,0.0,0.0,0.0,Challenging
ÉoÉjÉâÉAÉCÉXÇ…è›ñ˚Ç≈Ç›ÇΩÇÁÇµícéqÇÃÇ®ñ°Ç…Ç»ÇÈÇÊÇÃÇ§ÇΩÅB.sm,.sm,Medium,55,74.5,14.5,10.9,0.0,0.0,0.0,0.0,0.0,Easy
ÉoÉjÉâÉAÉCÉXÇ…è›ñ˚Ç≈Ç›ÇΩÇÁÇµícéqÇÃÇ®ñ°Ç…Ç»ÇÈÇÊÇÃÇ§ÇΩÅB.sm,.sm,Hard,111,49.5,0.0,50.5,0.0,0.0,0.0,0.0,0.0,Medium
ÉoÉjÉâÉAÉCÉXÇ…è›ñ˚Ç≈Ç›ÇΩÇÁÇµícéqÇÃÇ®ñ°Ç…Ç»ÇÈÇÊÇÃÇ§ÇΩÅB.sm,.sm,Challenge,116,47.4,0.9,50.9,0.9,0.0,0.0,0.0,0.0,Medium
go!go!Summer drive!.sm,.sm,Medium,881,53.9,44.3,0.0,1.8,0.0,0.0,0.0,0.0,Easy
go!go!Summer drive!.sm,.sm,Hard,1164,48.5,47.3,0.0,4.1,0.0,0.0,0.0,0.0,Easy
go!go!Summer drive!.sm,.sm,Challenge,1279,45.4,45.3,0.6,8.0,0.6,0.0,0.0,0.0,Hard
go!go!Summer drive!.sm,.sm,Beginner,2409,24.1,24.1,3.3,43.3,3.3,1.9,0.0,0.0,Challenging
PEACE BREAKER.sm,.sm,Medium,823,34.3,35.1,0.0,29.9,0.0,0.7,0.0,0.0,Hard
PEACE BREAKER.sm,.sm,Hard,1039,27.8,28.4,0.0,40.9,0.0,2.9,0.0,0.0,Challenging
PEACE BREAKER.sm,.sm,Challenge,1212,23.8,24.4,0.0,35.1,0.0,16.7,0.0,0.0,Challenging
KIMONO PRINCESS.sm,.sm,Medium,415,60.2,39.8,0.0,0.0,0.0,0.0,0.0,0.0,Easy
KIMONO PRINCESS.sm,.sm,Hard,536,49.8,47.8,0.0,2.4,0.0,0.0,0.0,0.0,Easy
KIMONO PRINCESS.sm,.sm,Challenge,604,48.8,48.5,0.0,2.6,0.0,0.0,0.0,0.0,Easy
SINCLAIR.sm,.sm,Medium,319,48.3,31.7,1.3,17.6,1.3,0.0,0.0,0.0,Hard
SINCLAIR.sm,.sm,Hard,376,41.0,34.6,1.3,21.5,1.3,0.3,0.0,0.0,Hard
SINCLAIR.sm,.sm,Challenge,416,37.0,35.8,1.7,23.6,1.7,0.2,0.0,0.0,Hard
Elemental Creation.sm,.sm,Hard,700,50.3,49.1,0.0,0.6,0.0,0.0,0.0,0.0,Easy
Elemental Creation.sm,.sm,Challenge,1102,34.5,35.1,0.0,30.2,0.0,0.2,0.0,0.0,Challenging
GirlsLife.sm,.sm,Hard,440,35.5,39.1,0.7,23.4,1.4,0.0,0.0,0.0,Hard
GirlsLife.sm,.sm,Medium,378,34.4,38.1,0.8,25.1,1.6,0.0,0.0,0.0,Hard
GirlsLife.sm,.sm,Challenge,633,27.3,27.5,0.5,43.8,0.9,0.0,0.0,0.0,Challenging
Aliare Ex.sm,.sm,Challenge,774,31.9,27.6,1.3,35.0,1.3,2.6,0.0,0.3,Challenging
Rave it!! Rave it!!.sm,.sm,Medium,410,94.4,5.6,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Rave it!! Rave it!!.sm,.sm,Hard,488,89.1,10.9,0.0,0.0,0.0,0.0,0.0,0.0,Easy
Rave it!! Rave it!!.sm,.sm,Challenge,523,86.4,13.6,0.0,0.0,0.0,0.0,0.0,0.0,Easy
yosino.sm,.sm,Medium,984,47.5,39.0,0.2,13.3,0.0,0.0,0.0,0.0,Hard
yosino.sm,.sm,Hard,1244,38.8,34.7,0.8,25.6,0.0,0.0,0.0,0.0,Hard
yosino.sm,.sm,Challenge,1365,35.7,33.6,2.7,26.0,2.0,0.0,0.0,0.0,Hard
âiâìÇ»ÇÈ„JÇ∆ëzÇ¢ÇÃÉLÉZÉL.sm,.sm,Challenge,727,30.9,27.8,0.0,37.3,0.0,4.0,0.0,0.0,Challenging
âiâìÇ»ÇÈ„JÇ∆ëzÇ¢ÇÃÉLÉZÉL.sm,.sm,Medium,572,31.1,27.6,0.0,37.8,0.0,3.5,0.0,0.0,Challenging
âiâìÇ»ÇÈ„JÇ∆ëzÇ¢ÇÃÉLÉZÉL.sm,.sm,Hard,720,31.2,27.9,0.0,38.1,0.0,2.8,0.0,0.0,Challenging
óˆÇ∑ÇÈéoñÖÅôÉâÅôòZèdëtEx.sm,.sm,Challenge,1022,26.2,25.2,0.0,43.1,0.0,4.7,0.8,0.0,Challenging
óˆÇ∑ÇÈéoñÖÅôÉâÅôòZèdëtEx.sm,.sm,Hard,957,26.4,25.4,0.4,43.6,0.4,3.8,0.0,0.0,Challenging
Angel dust.sm,.sm,Medium,970,31.6,32.3,0.0,34.8,0.0,1.2,0.0,0.0,Challenging
Angel dust.sm,.sm,Hard,1443,24.2,23.8,0.0,46.3,0.0,5.6,0.1,0.0,Challenging
Angel dust.sm,.sm,Challenge,1439,24.3,23.9,0.0,46.4,0.0,5.4,0.1,0.0,Challenging
Silent Snow.sm,.sm,Medium,319,52.7,40.4,0.0,6.9,0.0,0.0,0.0,0.0,Easy
Silent Snow.sm,.sm,Hard,496,46.2,42.5,0.2,10.9,0.2,0.0,0.0,0.0,Hard
Silent Snow.sm,.sm,Challenge,781,29.2,29.1,0.1,37.9,0.1,3.6,0.0,0.0,Challenging
smooooch.sm,.sm,Medium,581,52.0,46.0,0.0,2.1,0.0,0.0,0.0,0.0,Easy
smooooch.sm,.sm,Hard,667,46.9,45.7,0.0,7.3,0.0,0.0,0.0,0.0,Easy
smooooch.sm,.sm,Challenge,854,37.5,37.0,0.2,25.1,0.2,0.0,0.0,0.0,Hard
floral summer.sm,.sm,Medium,426,56.1,39.4,0.0,4.0,0.0,0.5,0.0,0.0,Hard
floral summer.sm,.sm,Challenge,750,32.5,30.9,0.0,36.1,0.0,0.3,0.1,0.0,Challenging
DESTINY.sm,.sm,Medium,248,59.3,37.1,0.0,3.6,0.0,0.0,0.0,0.0,Easy
DESTINY.sm,.sm,Hard,523,46.7,42.8,0.0,10.5,0.0,0.0,0.0,0.0,Hard
DESTINY.sm,.sm,Challenge,661,36.9,36.2,0.0,26.9,0.0,0.0,0.0,0.0,Hard
DESTINY.sm,.sm,Beginner,857,28.5,28.1,0.0,42.2,0.0,1.2,0.0,0.0,Challenging
Kanransya.sm,.sm,Medium,573,38.0,37.0,0.2,24.1,0.0,0.2,0.5,0.0,Hard
Kanransya.sm,.sm,Challenge,906,25.9,23.7,7.3,32.8,7.2,1.9,0.3,0.9,Challenging
Kanransya.sm,.sm,Hard,817,28.0,26.4,0.1,44.9,0.0,0.1,0.4,0.0,Challenging
BLACK.by X-Cross Fade.sm,.sm,Hard,681,40.4,41.6,0.0,18.1,0.0,0.0,0.0,0.0,Hard
BLACK.by X-Cross Fade.sm,.sm,Challenge,748,36.8,39.7,0.0,23.5,0.0,0.0,0.0,0.0,Hard
å∂ç˜.sm,.sm,Medium,334,58.1,40.7,0.0,1.2,0.0,0.0,0.0,0.0,Easy
å∂ç˜.sm,.sm,Hard,437,48.1,43.7,2.7,2.7,2.7,0.0,0.0,0.0,Hard
å∂ç˜.sm,.sm,Challenge,910,28.0,27.6,6.6,29.5,6.6,1.1,0.0,0.7,Challenging
ì¯êFÇŒÇ‘ÇÈÇŒÇÈÅ[ÇÒ.sm,.sm,Medium,380,50.0,44.5,0.0,5.5,0.0,0.0,0.0,0.0,Easy
ì¯êFÇŒÇ‘ÇÈÇŒÇÈÅ[ÇÒ.sm,.sm,Hard,663,31.2,27.1,0.0,41.6,0.0,0.0,0.0,0.0,Challenging
ì¯êFÇŒÇ‘ÇÈÇŒÇÈÅ[ÇÒ.sm,.sm,Challenge,681,30.5,26.9,0.0,41.4,0.0,1.2,0.0,0.0,Challenging
sirubupure.sm,.sm,Medium,428,42.8,43.2,0.0,14.0,0.0,0.0,0.0,0.0,Hard
sirubupure.sm,.sm,Hard,644,32.5,32.5,0.0,35.1,0.0,0.0,0.0,0.0,Challenging
sirubupure.sm,.sm,Challenge,727,28.7,28.7,0.0,42.5,0.0,0.0,0.0,0.0,Challenging
bakamoe.sm,.sm,Hard,425,51.1,47.8,0.0,1.2,0.0,0.0,0.0,0.0,Easy
bakamoe.sm,.sm,Medium,397,50.1,48.6,0.0,1.3,0.0,0.0,0.0,0.0,Easy
bakamoe.sm,.sm,Challenge,495,46.5,45.3,0.0,8.3,0.0,0.0,0.0,0.0,Easy
bakamoe.sm,.sm,Beginner,617,44.4,43.3,1.3,9.7,0.6,0.3,0.3,0.0,Hard
your little sister.sm,.sm,Medium,298,52.7,41.9,0.0,5.4,0.0,0.0,0.0,0.0,Easy
your little sister.sm,.sm,Hard,532,37.8,37.8,4.5,15.4,4.5,0.0,0.0,0.0,Hard
your little sister.sm,.sm,Challenge,628,32.0,32.0,3.5,21.8,3.5,1.4,0.0,5.7,Hard
ì âöâåàÇπÇÒÇπÅ[ÇµÇÂÇÒ.sm,.sm,Medium,417,43.2,37.6,0.5,18.2,0.5,0.0,0.0,0.0,Hard
ì âöâåàÇπÇÒÇπÅ[ÇµÇÂÇÒ.sm,.sm,Hard,458,39.5,36.2,0.4,23.4,0.4,0.0,0.0,0.0,Hard
ì âöâåàÇπÇÒÇπÅ[ÇµÇÂÇÒ.sm,.sm,Challenge,549,35.7,34.1,0.7,28.8,0.7,0.0,0.0,0.0,Hard
ì âöâåàÇπÇÒÇπÅ[ÇµÇÂÇÒ.sm,.sm,Beginner,674,30.7,29.8,0.4,37.4,0.4,1.2,0.0,0.0,Challenging
LOVEV.sm,.sm,Medium,562,47.9,45.6,0.0,6.2,0.0,0.4,0.0,0.0,Hard
LOVEV.sm,.sm,Hard,670,40.1,38.5,0.3,20.0,0.3,0.4,0.3,0.0,Hard
LOVEV.sm,.sm,Challenge,774,35.4,34.4,1.3,25.5,1.3,1.9,0.3,0.0,Hard
kairaku.sm,.sm,Medium,534,43.1,33.5,0.0,23.4,0.0,0.0,0.0,0.0,Hard
kairaku.sm,.sm,Hard,710,35.9,32.8,0.0,31.3,0.0,0.0,0.0,0.0,Challenging
kairaku.sm,.sm,Challenge,877,32.7,31.5,0.0,35.8,0.0,0.0,0.0,0.0,Challenging
nageki.sm,.sm,Medium,517,50.1,41.0,0.4,8.3,0.2,0.0,0.0,0.0,Hard
nageki.sm,.sm,Hard,608,42.8,41.6,0.3,15.1,0.2,0.0,0.0,0.0,Hard
nageki.sm,.sm,Challenge,982,29.1,28.5,3.6,35.3,3.4,0.0,0.0,0.1,Challenging
Dogu Ditty.sm,.sm,Medium,465,58.1,33.1,2.6,6.0,0.2,0.0,0.0,0.0,Hard
Dogu Ditty.sm,.sm,Hard,711,39.4,32.5,1.7,24.9,1.5,0.0,0.0,0.0,Hard
Dogu Ditty.sm,.sm,Challenge,1018,28.7,27.5,1.4,41.1,1.4,0.0,0.0,0.0,Challenging
óˆÇµÇƒÇÈÇµ.sm,.sm,Medium,224,52.2,43.3,0.0,4.5,0.0,0.0,0.0,0.0,Easy
óˆÇµÇƒÇÈÇµ.sm,.sm,Hard,331,45.3,42.3,0.0,12.4,0.0,0.0,0.0,0.0,Hard
óˆÇµÇƒÇÈÇµ.sm,.sm,Challenge,518,31.5,29.9,0.0,38.6,0.0,0.0,0.0,0.0,Challenging
óˆÇ∑ÇÈÉJÉvÉ`Å[Ém.sm,.sm,Medium,423,53.9,45.6,0.0,0.5,0.0,0.0,0.0,0.0,Easy
óˆÇ∑ÇÈÉJÉvÉ`Å[Ém.sm,.sm,Hard,517,51.3,47.2,0.0,1.5,0.0,0.0,0.0,0.0,Easy
óˆÇ∑ÇÈÉJÉvÉ`Å[Ém.sm,.sm,Challenge,586,48.3,45.4,0.0,6.3,0.0,0.0,0.0,0.0,Easy
ê_ìIënë¢.sm,.sm,Challenge,716,27.8,27.1,1.1,42.2,1.1,0.3,0.0,0.4,Challenging
ê_ìIënë¢.sm,.sm,Medium,464,39.4,37.3,0.0,22.8,0.0,0.4,0.0,0.0,Hard
ê_ìIënë¢.sm,.sm,Hard,693,28.3,27.4,0.0,43.6,0.0,0.3,0.0,0.4,Challenging
TRUTH.sm,.sm,Challenge,1040,23.5,25.0,7.0,36.9,7.0,0.6,0.0,0.0,Challenging
TRUTH.sm,.sm,Medium,548,38.1,44.0,0.0,17.5,0.0,0.4,0.0,0.0,Hard
TRUTH.sm,.sm,Hard,828,27.3,29.5,7.4,27.8,7.4,0.7,0.0,0.0,Challenging
128Å„e980.sm,.sm,Challenge,880,38.8,38.4,0.1,22.6,0.1,0.0,0.0,0.0,Hard
Summer days rhapsody.sm,.sm,Medium,456,62.5,36.0,0.0,1.5,0.0,0.0,0.0,0.0,Easy
Summer days rhapsody.sm,.sm,Hard,648,46.6,44.0,0.6,8.5,0.3,0.0,0.0,0.0,Hard
Summer days rhapsody.sm,.sm,Challenge,731,41.5,39.3,2.2,14.5,1.9,0.7,0.0,0.0,Hard
ï˙â€å„ÉXÉgÅ[ÉLÉìÉO.sm,.sm,Medium,458,46.9,43.9,0.0,9.2,0.0,0.0,0.0,0.0,Easy
ï˙â€å„ÉXÉgÅ[ÉLÉìÉO.sm,.sm,Hard,630,41.9,40.6,0.3,15.9,0.3,0.0,1.0,0.0,Hard
ï˙â€å„ÉXÉgÅ[ÉLÉìÉO.sm,.sm,Challenge,898,30.7,31.2,1.1,32.3,1.1,3.1,0.0,0.4,Challenging
campanella1.sm,.sm,Medium,223,47.1,47.5,0.0,4.5,0.0,0.4,0.4,0.0,Hard
campanella1.sm,.sm,Hard,262,43.1,42.4,4.6,5.0,4.2,0.4,0.4,0.0,Hard
campanella1.sm,.sm,Challenge,375,31.2,31.2,6.1,21.1,6.7,1.9,1.1,0.8,Challenging
